Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,Updated,Updated by owner,Name,Description,Highlighted
Manager,int:Jeffery Wagner,int:Consultant Data Platform Engineer,jeffery.wagner@example.org,jefferywagner,ext_024251aa,024251aa,cv_024251aa,(319)683-2731x585,001-636-289-9809,2000,Data Engineering,United Kingdom,Norwegian,2024-08-20,2025-04-12,Manager,High-level role on multiple projects.,True
Manager,int:Anthony Gonzalez,int:Principal Azure Engineer,anthony.gonzalez@example.org,anthonygonzalez,ext_545f01d6,545f01d6,cv_545f01d6,(844)355-0229,(401)783-6675,1970,Cloud Engineering,India,Polish,2024-10-26,2025-09-06,Manager,,False
Tech Lead,int:Anthony Gonzalez,int:Principal Azure Engineer,anthony.gonzalez@example.org,anthonygonzalez,ext_545f01d6,545f01d6,cv_545f01d6,(844)355-0229,(401)783-6675,1970,Cloud Engineering,India,Polish,2026-01-12,2025-04-06,Tech Lead,High-level role on multiple projects.,False
Architect,int:Debra Gardner,int:Senior AI Engineer,debra.gardner@mail.test,debragardner,ext_4ff6afec,4ff6afec,cv_4ff6afec,859-991-0229x0147,+1-976-643-8156x149,1996,AI/ML,Australia,British,2025-05-13,2024-10-03,Architect,High-level role on multiple projects.,True
Analyst,int:Jeffrey Lawrence,int:Associate Backend Engineer,jeffrey.lawrence@example.org,jeffreylawrence,ext_e1de4a05,e1de4a05,cv_e1de4a05,4366900343,751-307-6226x8388,2001,Software Engineering,United Kingdom,Danish,2024-09-13,2025-07-18,Analyst,High-level role on multiple projects.,True
Tech Lead,int:Lisa Smith,int:Associate Data Scientist,lisa.smith@example.org,lisasmith,ext_9bfe45cd,9bfe45cd,cv_9bfe45cd,(306)807-1596x9664,5528975161,1993,AI/ML,Ireland,British,2025-02-24,2025-03-05,Tech Lead,High-level role on multiple projects.,True
Developer,int:Lisa Smith,int:Associate Data Scientist,lisa.smith@example.org,lisasmith,ext_9bfe45cd,9bfe45cd,cv_9bfe45cd,(306)807-1596x9664,5528975161,1993,AI/ML,Ireland,British,2024-08-28,2025-05-17,Developer,High-level role on multiple projects.,True
Architect,int:Linda Wolfe,int:Consultant Data Engineer,linda.wolfe@example.com,lindawolfe,ext_c8b7436b,c8b7436b,cv_c8b7436b,001-468-316-4535,418.383.5523x12432,1970,Data Engineering,Spain,Swedish,2024-10-26,2026-02-07,Architect,High-level role on multiple projects.,True
Developer,int:Linda Wolfe,int:Consultant Data Engineer,linda.wolfe@example.com,lindawolfe,ext_c8b7436b,c8b7436b,cv_c8b7436b,001-468-316-4535,418.383.5523x12432,1970,Data Engineering,Spain,Swedish,2024-08-30,2024-06-30,Developer,High-level role on multiple projects.,False
Tech Lead,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_018fb683,018fb683,cv_018fb683,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,2024-11-20,2025-07-08,Tech Lead,,False
Manager,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_018fb683,018fb683,cv_018fb683,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,2025-05-28,2026-01-09,Manager,High-level role on multiple projects.,True
Analyst,int:Susan Rogers,int:Consultant C# Developer,susan.rogers@example.org,susanrogers,ext_2a2c1ef7,2a2c1ef7,cv_2a2c1ef7,8059411998,001-480-279-3597,1977,Software Engineering,Australia,Danish,2025-10-25,2025-06-18,Analyst,High-level role on multiple projects.,True
Developer,int:Susan Rogers,int:Consultant C# Developer,susan.rogers@example.org,susanrogers,ext_2a2c1ef7,2a2c1ef7,cv_2a2c1ef7,8059411998,001-480-279-3597,1977,Software Engineering,Australia,Danish,2024-09-21,2026-02-16,Developer,High-level role on multiple projects.,False
Analyst,int:Christopher Davis,int:Principal Solution Architect,christopher.davis@example.com,christopherdavis,ext_7540b8df,7540b8df,cv_7540b8df,415.718.2037x788,(846)665-9051x518,1998,Architecture,Ireland,Swedish,2024-12-19,2024-08-18,Analyst,High-level role on multiple projects.,True
Developer,int:Melanie Munoz,int:Senior Cloud Architect,melanie.munoz@example.org,melaniemunoz,ext_c3d8ab92,c3d8ab92,cv_c3d8ab92,392-651-9254x629,+1-265-728-1685,1970,Architecture,Spain,Danish,2025-01-27,2024-07-12,Developer,,False
Architect,int:Lindsay Blair,int:Consultant Data Architect,lindsay.blair@example.com,lindsayblair,ext_1587bf20,1587bf20,cv_1587bf20,223-757-3322x1418,001-592-996-2229x27065,1980,Architecture,Australia,Norwegian,2024-09-29,2025-02-10,Architect,High-level role on multiple projects.,True
Manager,int:Lindsay Blair,int:Consultant Data Architect,lindsay.blair@example.com,lindsayblair,ext_1587bf20,1587bf20,cv_1587bf20,223-757-3322x1418,001-592-996-2229x27065,1980,Architecture,Australia,Norwegian,2024-05-28,2025-02-22,Manager,High-level role on multiple projects.,True
Analyst,int:Lindsay Blair,int:Consultant Data Architect,lindsay.blair@example.com,lindsayblair,ext_1587bf20,1587bf20,cv_1587bf20,223-757-3322x1418,001-592-996-2229x27065,1980,Architecture,Australia,Norwegian,2024-11-09,2024-06-22,Analyst,,True
Analyst,int:Amanda Dudley,int:Senior Project Manager,amanda.dudley@mail.test,amandadudley,ext_c6867edd,c6867edd,cv_c6867edd,+1-947-638-3473x597,001-368-386-2392x40758,1975,Delivery Management,United Kingdom,Polish,2025-10-14,2025-08-01,Analyst,High-level role on multiple projects.,False
Developer,int:Amanda Dudley,int:Senior Project Manager,amanda.dudley@mail.test,amandadudley,ext_c6867edd,c6867edd,cv_c6867edd,+1-947-638-3473x597,001-368-386-2392x40758,1975,Delivery Management,United Kingdom,Polish,2024-12-30,2025-08-04,Developer,,True
Tech Lead,int:Amanda Dudley,int:Senior Project Manager,amanda.dudley@mail.test,amandadudley,ext_c6867edd,c6867edd,cv_c6867edd,+1-947-638-3473x597,001-368-386-2392x40758,1975,Delivery Management,United Kingdom,Polish,2025-08-02,2024-05-29,Tech Lead,High-level role on multiple projects.,False
Architect,int:Nicholas Arnold,int:Principal Python Developer,nicholas.arnold@mail.test,nicholasarnold,ext_6ee34eb2,6ee34eb2,cv_6ee34eb2,812-247-8261x3750,(485)236-1530x5152,1973,Data Engineering,India,British,2025-10-15,2026-03-07,Architect,High-level role on multiple projects.,False
Tech Lead,int:Maria Montgomery,int:Consultant Frontend Engineer,maria.montgomery@example.org,mariamontgomery,ext_80934911,80934911,cv_80934911,872-377-9010x4328,001-243-541-0369x71179,1996,Software Engineering,Australia,British,2025-03-14,2024-11-28,Tech Lead,,False
Manager,int:Maria Montgomery,int:Consultant Frontend Engineer,maria.montgomery@example.org,mariamontgomery,ext_80934911,80934911,cv_80934911,872-377-9010x4328,001-243-541-0369x71179,1996,Software Engineering,Australia,British,2025-05-16,2024-08-05,Manager,,False
Architect,int:Maria Montgomery,int:Consultant Frontend Engineer,maria.montgomery@example.org,mariamontgomery,ext_80934911,80934911,cv_80934911,872-377-9010x4328,001-243-541-0369x71179,1996,Software Engineering,Australia,British,2024-10-18,2024-11-18,Architect,High-level role on multiple projects.,False
Manager,int:Michelle Ray,int:Associate .NET Engineer,michelle.ray@example.org,michelleray,ext_b902153f,b902153f,cv_b902153f,001-724-360-9539x621,388.788.0670x65405,1977,Software Engineering,Ireland,British,2025-04-05,2025-12-31,Manager,High-level role on multiple projects.,True
Tech Lead,int:Janet Williams,int:Senior Frontend Engineer,janet.williams@example.com,janetwilliams,ext_0fa87483,0fa87483,cv_0fa87483,419.952.0585,001-772-621-7043x030,1991,Software Engineering,United Kingdom,Swedish,2024-08-13,2024-10-27,Tech Lead,High-level role on multiple projects.,False
Manager,int:Janet Williams,int:Senior Frontend Engineer,janet.williams@example.com,janetwilliams,ext_0fa87483,0fa87483,cv_0fa87483,419.952.0585,001-772-621-7043x030,1991,Software Engineering,United Kingdom,Swedish,2025-09-17,2025-10-27,Manager,High-level role on multiple projects.,True
Analyst,int:Janet Williams,int:Senior Frontend Engineer,janet.williams@example.com,janetwilliams,ext_0fa87483,0fa87483,cv_0fa87483,419.952.0585,001-772-621-7043x030,1991,Software Engineering,United Kingdom,Swedish,2024-08-11,2025-06-07,Analyst,High-level role on multiple projects.,True
Tech Lead,int:Jeremy Roberts,int:Principal Databricks Engineer,jeremy.roberts@mail.test,jeremyroberts,ext_cbf996ce,cbf996ce,cv_cbf996ce,868.874.0345x05415,001-876-452-7758x4161,1975,Data Engineering,United Kingdom,Swedish,2024-12-18,2024-08-16,Tech Lead,High-level role on multiple projects.,False
Architect,int:Christopher Hall,int:Senior Analytics Engineer,christopher.hall@example.com,christopherhall,ext_aa4a92e3,aa4a92e3,cv_aa4a92e3,+1-845-411-5447,001-775-470-5964x016,1973,Data Engineering,Australia,Swedish,2025-10-08,2025-09-23,Architect,High-level role on multiple projects.,False
Developer,int:Christopher Hall,int:Senior Analytics Engineer,christopher.hall@example.com,christopherhall,ext_aa4a92e3,aa4a92e3,cv_aa4a92e3,+1-845-411-5447,001-775-470-5964x016,1973,Data Engineering,Australia,Swedish,2024-12-01,2024-12-08,Developer,High-level role on multiple projects.,False
Analyst,int:Craig Ramirez,int:Senior Data Platform Engineer,craig.ramirez@mail.test,craigramirez,ext_542f72ed,542f72ed,cv_542f72ed,7298702135,001-409-727-5571,1975,Data Engineering,Spain,Swedish,2025-05-11,2025-07-26,Analyst,High-level role on multiple projects.,False
Developer,int:Craig Ramirez,int:Senior Data Platform Engineer,craig.ramirez@mail.test,craigramirez,ext_542f72ed,542f72ed,cv_542f72ed,7298702135,001-409-727-5571,1975,Data Engineering,Spain,Swedish,2025-05-16,2024-11-03,Developer,High-level role on multiple projects.,True
Manager,int:Cynthia Diaz,int:Lead Enterprise Architect,cynthia.diaz@mail.test,cynthiadiaz,ext_6597a97f,6597a97f,cv_6597a97f,(654)931-0278x6814,494.973.1217,1998,Architecture,United Kingdom,British,2026-02-05,2025-02-07,Manager,High-level role on multiple projects.,False
Tech Lead,int:Mitchell Clark,int:Senior Data Architect,mitchell.clark@example.org,mitchellclark,ext_fcc9a653,fcc9a653,cv_fcc9a653,455-718-8442,431.332.3705x89578,1995,Architecture,Ireland,Danish,2024-09-15,2026-03-28,Tech Lead,High-level role on multiple projects.,False
Manager,int:Joseph Zuniga,int:Senior AWS Engineer,joseph.zuniga@example.com,josephzuniga,ext_7e9ccceb,7e9ccceb,cv_7e9ccceb,446-778-6691,+1-217-378-5289x2268,1980,Cloud Engineering,India,Polish,2025-10-15,2024-06-16,Manager,High-level role on multiple projects.,True
Tech Lead,int:Joseph Zuniga,int:Senior AWS Engineer,joseph.zuniga@example.com,josephzuniga,ext_7e9ccceb,7e9ccceb,cv_7e9ccceb,446-778-6691,+1-217-378-5289x2268,1980,Cloud Engineering,India,Polish,2025-12-05,2026-02-24,Tech Lead,High-level role on multiple projects.,True
Architect,int:Deborah Lynch,int:Senior Full-stack Engineer,deborah.lynch@mail.test,deborahlynch,ext_ee0a0445,ee0a0445,cv_ee0a0445,624.422.5358x41438,+1-749-281-8299x2299,1970,Software Engineering,Spain,Swedish,2025-04-17,2025-12-07,Architect,High-level role on multiple projects.,True
Manager,int:Deborah Lynch,int:Senior Full-stack Engineer,deborah.lynch@mail.test,deborahlynch,ext_ee0a0445,ee0a0445,cv_ee0a0445,624.422.5358x41438,+1-749-281-8299x2299,1970,Software Engineering,Spain,Swedish,2026-03-17,2025-02-13,Manager,High-level role on multiple projects.,True
Developer,int:George Daniel,int:Principal Backend Engineer,george.daniel@example.org,georgedaniel,ext_5daff298,5daff298,cv_5daff298,2109943969,+1-884-947-3647x1027,1983,Software Engineering,Spain,Norwegian,2025-09-09,2025-08-26,Developer,High-level role on multiple projects.,True
Manager,int:George Daniel,int:Principal Backend Engineer,george.daniel@example.org,georgedaniel,ext_5daff298,5daff298,cv_5daff298,2109943969,+1-884-947-3647x1027,1983,Software Engineering,Spain,Norwegian,2024-09-29,2025-10-14,Manager,High-level role on multiple projects.,True
Analyst,int:George Daniel,int:Principal Backend Engineer,george.daniel@example.org,georgedaniel,ext_5daff298,5daff298,cv_5daff298,2109943969,+1-884-947-3647x1027,1983,Software Engineering,Spain,Norwegian,2024-04-04,2025-01-07,Analyst,High-level role on multiple projects.,True
Architect,int:Frank Gray,int:Director of DDC Engineering,frank.gray@example.com,frankgray,ext_c1b425ec,c1b425ec,cv_c1b425ec,335.792.5556x258,671.847.3210,1990,Director of DDC Engineering,Ireland,Swedish,2025-07-30,2026-01-03,Architect,High-level role on multiple projects.,True
Analyst,int:Veronica Bowman,int:Senior Solution Architect,veronica.bowman@example.org,veronicabowman,ext_0e7ef243,0e7ef243,cv_0e7ef243,+1-963-625-9532x787,901.968.7339x5004,1992,Architecture,United Kingdom,Polish,2025-11-20,2024-08-04,Analyst,High-level role on multiple projects.,False
Tech Lead,int:Angela Cohen,int:Principal Python Developer,angela.cohen@example.org,angelacohen,ext_2f05b093,2f05b093,cv_2f05b093,580-716-2456x5060,+1-341-468-7849,2000,Data Engineering,Ireland,Danish,2024-07-07,2024-10-31,Tech Lead,,True
Architect,int:Angela Cohen,int:Principal Python Developer,angela.cohen@example.org,angelacohen,ext_2f05b093,2f05b093,cv_2f05b093,580-716-2456x5060,+1-341-468-7849,2000,Data Engineering,Ireland,Danish,2026-03-16,2025-11-12,Architect,High-level role on multiple projects.,True
Manager,int:Angela Cohen,int:Principal Python Developer,angela.cohen@example.org,angelacohen,ext_2f05b093,2f05b093,cv_2f05b093,580-716-2456x5060,+1-341-468-7849,2000,Data Engineering,Ireland,Danish,2025-06-22,2024-05-16,Manager,,False
Architect,int:Megan Parsons,int:Associate DevOps Engineer,megan.parsons@mail.test,meganparsons,ext_afc823c9,afc823c9,cv_afc823c9,865-258-5239,4027578729,1974,Cloud Engineering,Spain,Danish,2025-03-05,2025-12-16,Architect,High-level role on multiple projects.,False
Developer,int:Megan Parsons,int:Associate DevOps Engineer,megan.parsons@mail.test,meganparsons,ext_afc823c9,afc823c9,cv_afc823c9,865-258-5239,4027578729,1974,Cloud Engineering,Spain,Danish,2024-05-05,2024-09-14,Developer,High-level role on multiple projects.,False
Tech Lead,int:Jeremy Johnson,int:Consultant Data Platform Engineer,jeremy.johnson@example.com,jeremyjohnson,ext_98140f8b,98140f8b,cv_98140f8b,+1-652-969-4958x887,9556169409,1992,Data Engineering,United Kingdom,British,2024-07-05,2025-05-25,Tech Lead,High-level role on multiple projects.,False
Manager,int:Jeremy Johnson,int:Consultant Data Platform Engineer,jeremy.johnson@example.com,jeremyjohnson,ext_98140f8b,98140f8b,cv_98140f8b,+1-652-969-4958x887,9556169409,1992,Data Engineering,United Kingdom,British,2024-08-22,2024-09-08,Manager,High-level role on multiple projects.,False
Tech Lead,int:Leslie Adams,int:Consultant Backend Engineer,leslie.adams@mail.test,leslieadams,ext_6a0a42c7,6a0a42c7,cv_6a0a42c7,+1-299-330-9728x9623,907.256.2636,1980,Software Engineering,Ireland,Polish,2024-04-22,2024-06-01,Tech Lead,,True
Developer,int:Leslie Adams,int:Consultant Backend Engineer,leslie.adams@mail.test,leslieadams,ext_6a0a42c7,6a0a42c7,cv_6a0a42c7,+1-299-330-9728x9623,907.256.2636,1980,Software Engineering,Ireland,Polish,2024-05-31,2024-04-18,Developer,High-level role on multiple projects.,True
Analyst,int:Leslie Adams,int:Consultant Backend Engineer,leslie.adams@mail.test,leslieadams,ext_6a0a42c7,6a0a42c7,cv_6a0a42c7,+1-299-330-9728x9623,907.256.2636,1980,Software Engineering,Ireland,Polish,2025-02-27,2025-06-02,Analyst,,True
Developer,int:Jason Hahn,int:Principal Full-stack Engineer,jason.hahn@mail.test,jasonhahn,ext_a08226e9,a08226e9,cv_a08226e9,001-728-738-5786x527,+1-749-973-3484x34437,1976,Software Engineering,India,Polish,2025-08-30,2026-01-02,Developer,,True
Analyst,int:Jason Hahn,int:Principal Full-stack Engineer,jason.hahn@mail.test,jasonhahn,ext_a08226e9,a08226e9,cv_a08226e9,001-728-738-5786x527,+1-749-973-3484x34437,1976,Software Engineering,India,Polish,2026-03-23,2026-03-25,Analyst,High-level role on multiple projects.,False
Manager,int:Jason Hahn,int:Principal Full-stack Engineer,jason.hahn@mail.test,jasonhahn,ext_a08226e9,a08226e9,cv_a08226e9,001-728-738-5786x527,+1-749-973-3484x34437,1976,Software Engineering,India,Polish,2025-04-24,2024-10-14,Manager,High-level role on multiple projects.,False
Tech Lead,int:Nancy Edwards,int:Consultant Analytics Engineer,nancy.edwards@mail.test,nancyedwards,ext_e3d84519,e3d84519,cv_e3d84519,(284)641-9866x524,001-415-374-7338x484,1994,Data Engineering,United Kingdom,Danish,2024-09-30,2025-10-13,Tech Lead,High-level role on multiple projects.,True
Architect,int:Nancy Edwards,int:Consultant Analytics Engineer,nancy.edwards@mail.test,nancyedwards,ext_e3d84519,e3d84519,cv_e3d84519,(284)641-9866x524,001-415-374-7338x484,1994,Data Engineering,United Kingdom,Danish,2025-05-02,2024-05-11,Architect,High-level role on multiple projects.,False
Tech Lead,int:Diana Foster,int:Consultant Kubernetes Engineer,diana.foster@example.org,dianafoster,ext_75b430c5,75b430c5,cv_75b430c5,+1-993-330-8330x165,+1-520-282-6773x45401,1983,Cloud Engineering,Spain,British,2026-03-09,2025-01-09,Tech Lead,High-level role on multiple projects.,False
Architect,int:Diana Foster,int:Consultant Kubernetes Engineer,diana.foster@example.org,dianafoster,ext_75b430c5,75b430c5,cv_75b430c5,+1-993-330-8330x165,+1-520-282-6773x45401,1983,Cloud Engineering,Spain,British,2025-05-28,2024-11-09,Architect,High-level role on multiple projects.,True
Manager,int:Diana Foster,int:Consultant Kubernetes Engineer,diana.foster@example.org,dianafoster,ext_75b430c5,75b430c5,cv_75b430c5,+1-993-330-8330x165,+1-520-282-6773x45401,1983,Cloud Engineering,Spain,British,2025-12-23,2024-05-21,Manager,High-level role on multiple projects.,True
Manager,int:Robin Ellis,int:Senior Full-stack Engineer,robin.ellis@example.org,robinellis,ext_2b935dac,2b935dac,cv_2b935dac,(262)606-7240,001-491-954-7887,1971,Software Engineering,USA,Norwegian,2025-11-10,2026-03-08,Manager,High-level role on multiple projects.,False
Manager,int:Joseph Wright,int:Head of Quality Engineering,joseph.wright@example.org,josephwright,ext_fa8f28ed,fa8f28ed,cv_fa8f28ed,531-452-7420x549,+1-566-285-1612x275,1980,Head of Quality Engineering,Ireland,British,2025-11-28,2024-07-13,Manager,High-level role on multiple projects.,False
Tech Lead,int:Joseph Wright,int:Head of Quality Engineering,joseph.wright@example.org,josephwright,ext_fa8f28ed,fa8f28ed,cv_fa8f28ed,531-452-7420x549,+1-566-285-1612x275,1980,Head of Quality Engineering,Ireland,British,2026-01-31,2024-04-19,Tech Lead,,False
Developer,int:Joseph Wright,int:Head of Quality Engineering,joseph.wright@example.org,josephwright,ext_fa8f28ed,fa8f28ed,cv_fa8f28ed,531-452-7420x549,+1-566-285-1612x275,1980,Head of Quality Engineering,Ireland,British,2024-05-21,2026-03-05,Developer,High-level role on multiple projects.,False
Analyst,int:Anna Baker,int:Principal Python Developer,anna.baker@mail.test,annabaker,ext_09e52329,09e52329,cv_09e52329,563-274-5499x045,+1-417-942-6841x45933,1993,Data Engineering,Slovenia,Norwegian,2024-09-08,2025-05-21,Analyst,,True
Developer,int:Brenda Hurst,int:Senior MLOps Engineer,brenda.hurst@example.com,brendahurst,ext_e4415518,e4415518,cv_e4415518,(579)356-8783,478.751.9108x83982,1985,Data Engineering,United Kingdom,Polish,2025-05-29,2025-02-28,Developer,High-level role on multiple projects.,True
Architect,int:Brenda Hurst,int:Senior MLOps Engineer,brenda.hurst@example.com,brendahurst,ext_e4415518,e4415518,cv_e4415518,(579)356-8783,478.751.9108x83982,1985,Data Engineering,United Kingdom,Polish,2024-04-16,2024-11-13,Architect,High-level role on multiple projects.,True
Manager,int:Brenda Hurst,int:Senior MLOps Engineer,brenda.hurst@example.com,brendahurst,ext_e4415518,e4415518,cv_e4415518,(579)356-8783,478.751.9108x83982,1985,Data Engineering,United Kingdom,Polish,2025-05-30,2025-05-22,Manager,High-level role on multiple projects.,True
Tech Lead,int:Reginald Robinson,int:Associate Data Engineer,reginald.robinson@mail.test,reginaldrobinson,ext_29a45840,29a45840,cv_29a45840,971.239.7187x07286,+1-374-206-4039,1978,Data Engineering,Australia,Swedish,2024-11-02,2026-02-09,Tech Lead,High-level role on multiple projects.,False
Developer,int:Reginald Robinson,int:Associate Data Engineer,reginald.robinson@mail.test,reginaldrobinson,ext_29a45840,29a45840,cv_29a45840,971.239.7187x07286,+1-374-206-4039,1978,Data Engineering,Australia,Swedish,2025-06-28,2024-07-05,Developer,High-level role on multiple projects.,True
Manager,int:Whitney Hicks,int:Associate .NET Engineer,whitney.hicks@mail.test,whitneyhicks,ext_1d2be751,1d2be751,cv_1d2be751,(851)980-1704x62265,(261)282-5128x6823,1979,Software Engineering,United Kingdom,Norwegian,2026-01-16,2025-02-12,Manager,High-level role on multiple projects.,True
Analyst,int:Whitney Hicks,int:Associate .NET Engineer,whitney.hicks@mail.test,whitneyhicks,ext_1d2be751,1d2be751,cv_1d2be751,(851)980-1704x62265,(261)282-5128x6823,1979,Software Engineering,United Kingdom,Norwegian,2025-01-08,2024-06-24,Analyst,High-level role on multiple projects.,True
Architect,int:Whitney Hicks,int:Associate .NET Engineer,whitney.hicks@mail.test,whitneyhicks,ext_1d2be751,1d2be751,cv_1d2be751,(851)980-1704x62265,(261)282-5128x6823,1979,Software Engineering,United Kingdom,Norwegian,2025-11-28,2025-05-27,Architect,High-level role on multiple projects.,False
Manager,int:Christopher Williams,int:Senior Data Scientist,christopher.williams@mail.test,christopherwilliams,ext_0d490173,0d490173,cv_0d490173,378-268-6337x5243,+1-269-803-3119x07903,1997,AI/ML,United Kingdom,Swedish,2025-01-04,2024-08-28,Manager,High-level role on multiple projects.,False
Analyst,int:Christopher Williams,int:Senior Data Scientist,christopher.williams@mail.test,christopherwilliams,ext_0d490173,0d490173,cv_0d490173,378-268-6337x5243,+1-269-803-3119x07903,1997,AI/ML,United Kingdom,Swedish,2025-01-03,2025-08-01,Analyst,High-level role on multiple projects.,False
Developer,int:Daniel Burton,int:Associate .NET Engineer,daniel.burton@example.com,danielburton,ext_5ac8e5a9,5ac8e5a9,cv_5ac8e5a9,738.530.2843x959,928-236-4408x9268,1989,Software Engineering,Australia,Danish,2024-10-16,2025-05-10,Developer,High-level role on multiple projects.,True
Tech Lead,int:Daniel Burton,int:Associate .NET Engineer,daniel.burton@example.com,danielburton,ext_5ac8e5a9,5ac8e5a9,cv_5ac8e5a9,738.530.2843x959,928-236-4408x9268,1989,Software Engineering,Australia,Danish,2025-11-27,2025-09-02,Tech Lead,High-level role on multiple projects.,True
Developer,int:Laura Henderson,int:Director of Design,laura.henderson@example.com,laurahenderson,ext_15d19bbd,15d19bbd,cv_15d19bbd,(568)556-6246x287,527-708-6688x2634,1983,Director of Design,United Kingdom,Norwegian,2025-03-11,2025-10-27,Developer,High-level role on multiple projects.,False
Manager,int:Laura Henderson,int:Director of Design,laura.henderson@example.com,laurahenderson,ext_15d19bbd,15d19bbd,cv_15d19bbd,(568)556-6246x287,527-708-6688x2634,1983,Director of Design,United Kingdom,Norwegian,2024-05-14,2024-04-23,Manager,High-level role on multiple projects.,True
Developer,int:Bryan James,int:Associate Data Engineer,bryan.james@mail.test,bryanjames,ext_08bf9381,08bf9381,cv_08bf9381,+1-317-551-8304x6990,001-598-837-3540x33173,1975,Data Engineering,Spain,British,2024-10-10,2025-08-15,Developer,High-level role on multiple projects.,True
Analyst,int:Bryan James,int:Associate Data Engineer,bryan.james@mail.test,bryanjames,ext_08bf9381,08bf9381,cv_08bf9381,+1-317-551-8304x6990,001-598-837-3540x33173,1975,Data Engineering,Spain,British,2025-02-05,2025-02-18,Analyst,High-level role on multiple projects.,True
Tech Lead,int:Bryan James,int:Associate Data Engineer,bryan.james@mail.test,bryanjames,ext_08bf9381,08bf9381,cv_08bf9381,+1-317-551-8304x6990,001-598-837-3540x33173,1975,Data Engineering,Spain,British,2025-03-10,2025-03-18,Tech Lead,High-level role on multiple projects.,False
Architect,int:Wendy Rice,int:Principal Databricks Engineer,wendy.rice@mail.test,wendyrice,ext_06bbb81d,06bbb81d,cv_06bbb81d,685.746.7854,277.617.5355x60932,1991,Data Engineering,United Kingdom,Swedish,2026-02-06,2025-10-02,Architect,,True
Tech Lead,int:Wendy Rice,int:Principal Databricks Engineer,wendy.rice@mail.test,wendyrice,ext_06bbb81d,06bbb81d,cv_06bbb81d,685.746.7854,277.617.5355x60932,1991,Data Engineering,United Kingdom,Swedish,2025-07-12,2025-04-19,Tech Lead,High-level role on multiple projects.,False
