Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month,Year,Name,Organiser,Long description,Highlighted,Is official masterdata (in #{lang}),Attachments
Databricks Lakehouse,int:Robert Johnson,int:Associate ML Engineer,robert.johnson@mail.test,robertjohnson,ext_db0dc6a6,db0dc6a6,cv_db0dc6a6,465-245-2711x11615,001-688-651-6560,1995,AI/ML,Slovenia,Danish,b0935679,414711d3,2025-09-08,2025-05-11,5,2021,Databricks Lakehouse,Microsoft,,False,int:No,certificate.pdf
Databricks Lakehouse,int:Robert Johnson,int:Associate ML Engineer,robert.johnson@mail.test,robertjohnson,ext_db0dc6a6,db0dc6a6,cv_db0dc6a6,465-245-2711x11615,001-688-651-6560,1995,AI/ML,Slovenia,Danish,40b394c7,4f857c36,2025-05-01,2025-02-14,11,2023,Databricks Lakehouse,Coursera,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Jeffery Wagner,int:Consultant Data Platform Engineer,jeffery.wagner@example.org,jefferywagner,ext_024251aa,024251aa,cv_024251aa,(319)683-2731x585,001-636-289-9809,2000,Data Engineering,United Kingdom,Norwegian,9b1b3056,7ea898d9,2024-04-27,2024-11-03,10,2020,Azure Fundamentals,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Jeffery Wagner,int:Consultant Data Platform Engineer,jeffery.wagner@example.org,jefferywagner,ext_024251aa,024251aa,cv_024251aa,(319)683-2731x585,001-636-289-9809,2000,Data Engineering,United Kingdom,Norwegian,dceb856e,a065f3c9,2024-04-17,2025-12-21,8,2022,AWS Solutions Architect,Microsoft,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Anthony Gonzalez,int:Principal Azure Engineer,anthony.gonzalez@example.org,anthonygonzalez,ext_545f01d6,545f01d6,cv_545f01d6,(844)355-0229,(401)783-6675,1970,Cloud Engineering,India,Polish,5b4c0aee,89a05643,2025-02-16,2025-05-21,6,2025,SQL Advanced,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Anthony Gonzalez,int:Principal Azure Engineer,anthony.gonzalez@example.org,anthonygonzalez,ext_545f01d6,545f01d6,cv_545f01d6,(844)355-0229,(401)783-6675,1970,Cloud Engineering,India,Polish,e2a14570,25c13fcc,2025-12-06,2026-01-07,2,2025,SQL Advanced,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Anthony Gonzalez,int:Principal Azure Engineer,anthony.gonzalez@example.org,anthonygonzalez,ext_545f01d6,545f01d6,cv_545f01d6,(844)355-0229,(401)783-6675,1970,Cloud Engineering,India,Polish,039ef1da,2ea7645a,2025-06-20,2024-08-13,10,2020,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Anthony Gonzalez,int:Principal Azure Engineer,anthony.gonzalez@example.org,anthonygonzalez,ext_545f01d6,545f01d6,cv_545f01d6,(844)355-0229,(401)783-6675,1970,Cloud Engineering,India,Polish,564bb54e,6741781c,2026-01-08,2025-04-16,3,2023,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Anthony Gonzalez,int:Principal Azure Engineer,anthony.gonzalez@example.org,anthonygonzalez,ext_545f01d6,545f01d6,cv_545f01d6,(844)355-0229,(401)783-6675,1970,Cloud Engineering,India,Polish,b49c2e94,8382fe14,2026-01-23,2024-11-08,11,2022,Azure Fundamentals,Udemy,Intensive 3-day workshop.,False,int:Yes,
SQL Advanced,int:Anthony Gonzalez,int:Principal Azure Engineer,anthony.gonzalez@example.org,anthonygonzalez,ext_545f01d6,545f01d6,cv_545f01d6,(844)355-0229,(401)783-6675,1970,Cloud Engineering,India,Polish,3a90c367,148797fc,2024-11-30,2025-03-07,8,2024,SQL Advanced,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Power BI,int:Debra Gardner,int:Senior AI Engineer,debra.gardner@mail.test,debragardner,ext_4ff6afec,4ff6afec,cv_4ff6afec,859-991-0229x0147,+1-976-643-8156x149,1996,AI/ML,Australia,British,6c0e3406,3027b9e9,2025-01-20,2024-05-15,12,2019,Power BI,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
AWS Solutions Architect,int:Debra Gardner,int:Senior AI Engineer,debra.gardner@mail.test,debragardner,ext_4ff6afec,4ff6afec,cv_4ff6afec,859-991-0229x0147,+1-976-643-8156x149,1996,AI/ML,Australia,British,e981ee97,ad3f2c48,2025-05-30,2024-09-13,5,2024,AWS Solutions Architect,Internal,,False,int:No,certificate.pdf
Azure Fundamentals,int:Debra Gardner,int:Senior AI Engineer,debra.gardner@mail.test,debragardner,ext_4ff6afec,4ff6afec,cv_4ff6afec,859-991-0229x0147,+1-976-643-8156x149,1996,AI/ML,Australia,British,09587f79,24413065,2025-03-15,2025-09-08,1,2021,Azure Fundamentals,Coursera,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Debra Gardner,int:Senior AI Engineer,debra.gardner@mail.test,debragardner,ext_4ff6afec,4ff6afec,cv_4ff6afec,859-991-0229x0147,+1-976-643-8156x149,1996,AI/ML,Australia,British,7f1761cb,15b545b1,2026-01-04,2024-12-22,2,2020,Azure Fundamentals,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Jeffrey Lawrence,int:Associate Backend Engineer,jeffrey.lawrence@example.org,jeffreylawrence,ext_e1de4a05,e1de4a05,cv_e1de4a05,4366900343,751-307-6226x8388,2001,Software Engineering,United Kingdom,Danish,ae2fd965,1f992f8b,2024-05-07,2026-02-17,1,2024,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Power BI,int:Jeffrey Lawrence,int:Associate Backend Engineer,jeffrey.lawrence@example.org,jeffreylawrence,ext_e1de4a05,e1de4a05,cv_e1de4a05,4366900343,751-307-6226x8388,2001,Software Engineering,United Kingdom,Danish,54a14345,ba4770c5,2025-02-05,2026-01-17,12,2025,Power BI,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Jeffrey Lawrence,int:Associate Backend Engineer,jeffrey.lawrence@example.org,jeffreylawrence,ext_e1de4a05,e1de4a05,cv_e1de4a05,4366900343,751-307-6226x8388,2001,Software Engineering,United Kingdom,Danish,b44f2adc,bd606ed2,2026-03-06,2025-10-25,7,2022,Azure Fundamentals,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Jeffrey Lawrence,int:Associate Backend Engineer,jeffrey.lawrence@example.org,jeffreylawrence,ext_e1de4a05,e1de4a05,cv_e1de4a05,4366900343,751-307-6226x8388,2001,Software Engineering,United Kingdom,Danish,301dd598,64349f64,2025-04-21,2024-12-30,10,2022,Azure Fundamentals,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Lisa Smith,int:Associate Data Scientist,lisa.smith@example.org,lisasmith,ext_9bfe45cd,9bfe45cd,cv_9bfe45cd,(306)807-1596x9664,5528975161,1993,AI/ML,Ireland,British,2401a0d1,dfa91f33,2025-12-26,2025-05-30,3,2024,Databricks Lakehouse,Databricks,,False,int:No,certificate.pdf
SQL Advanced,int:Lisa Smith,int:Associate Data Scientist,lisa.smith@example.org,lisasmith,ext_9bfe45cd,9bfe45cd,cv_9bfe45cd,(306)807-1596x9664,5528975161,1993,AI/ML,Ireland,British,1479b371,17365290,2024-10-19,2024-06-19,4,2021,SQL Advanced,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Lisa Smith,int:Associate Data Scientist,lisa.smith@example.org,lisasmith,ext_9bfe45cd,9bfe45cd,cv_9bfe45cd,(306)807-1596x9664,5528975161,1993,AI/ML,Ireland,British,3ee0b5b5,3a265eb4,2026-03-25,2025-04-20,7,2025,Azure Fundamentals,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Lisa Smith,int:Associate Data Scientist,lisa.smith@example.org,lisasmith,ext_9bfe45cd,9bfe45cd,cv_9bfe45cd,(306)807-1596x9664,5528975161,1993,AI/ML,Ireland,British,ea601a7b,11e78309,2026-02-04,2025-02-21,4,2024,Databricks Lakehouse,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Lisa Smith,int:Associate Data Scientist,lisa.smith@example.org,lisasmith,ext_9bfe45cd,9bfe45cd,cv_9bfe45cd,(306)807-1596x9664,5528975161,1993,AI/ML,Ireland,British,6cb8ac6f,d5cc6ff0,2026-02-19,2025-09-17,2,2019,SQL Advanced,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Linda Wolfe,int:Consultant Data Engineer,linda.wolfe@example.com,lindawolfe,ext_c8b7436b,c8b7436b,cv_c8b7436b,001-468-316-4535,418.383.5523x12432,1970,Data Engineering,Spain,Swedish,efc6057b,134eed6b,2025-07-13,2026-02-06,11,2018,Power BI,Coursera,,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Linda Wolfe,int:Consultant Data Engineer,linda.wolfe@example.com,lindawolfe,ext_c8b7436b,c8b7436b,cv_c8b7436b,001-468-316-4535,418.383.5523x12432,1970,Data Engineering,Spain,Swedish,92367524,58401b44,2025-09-09,2026-03-31,11,2019,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,False,int:Yes,
Databricks Lakehouse,int:Linda Wolfe,int:Consultant Data Engineer,linda.wolfe@example.com,lindawolfe,ext_c8b7436b,c8b7436b,cv_c8b7436b,001-468-316-4535,418.383.5523x12432,1970,Data Engineering,Spain,Swedish,65e767e5,02b2ad58,2024-10-23,2026-03-14,1,2022,Databricks Lakehouse,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Linda Wolfe,int:Consultant Data Engineer,linda.wolfe@example.com,lindawolfe,ext_c8b7436b,c8b7436b,cv_c8b7436b,001-468-316-4535,418.383.5523x12432,1970,Data Engineering,Spain,Swedish,9a81d311,3653c309,2025-03-31,2024-10-08,11,2025,Power BI,Databricks,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Linda Wolfe,int:Consultant Data Engineer,linda.wolfe@example.com,lindawolfe,ext_c8b7436b,c8b7436b,cv_c8b7436b,001-468-316-4535,418.383.5523x12432,1970,Data Engineering,Spain,Swedish,13bbd727,cd431a69,2024-09-29,2024-07-28,2,2021,Databricks Lakehouse,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_018fb683,018fb683,cv_018fb683,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,ea4ac27a,f1fc0d6b,2025-04-24,2024-09-26,5,2022,Databricks Lakehouse,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_018fb683,018fb683,cv_018fb683,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,3859148b,036930cc,2025-11-19,2025-02-22,10,2023,SQL Advanced,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_018fb683,018fb683,cv_018fb683,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,68ecb7a2,0061a7a1,2025-01-24,2025-08-13,11,2024,AWS Solutions Architect,Udemy,,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_018fb683,018fb683,cv_018fb683,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,84d1b5e3,5bd30f43,2025-08-12,2026-01-02,8,2024,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_018fb683,018fb683,cv_018fb683,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,62a00f92,4dda8dc6,2024-08-27,2024-06-23,4,2024,Power BI,Internal,,True,int:Yes,certificate.pdf
SQL Advanced,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_018fb683,018fb683,cv_018fb683,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,9cd83518,4300fd9d,2025-07-01,2025-09-06,12,2021,SQL Advanced,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Christopher Davis,int:Principal Solution Architect,christopher.davis@example.com,christopherdavis,ext_7540b8df,7540b8df,cv_7540b8df,415.718.2037x788,(846)665-9051x518,1998,Architecture,Ireland,Swedish,a7e69897,f6c3d95f,2025-09-16,2025-08-01,4,2022,Power BI,Internal,,True,int:Yes,certificate.pdf
Databricks Lakehouse,int:Christopher Davis,int:Principal Solution Architect,christopher.davis@example.com,christopherdavis,ext_7540b8df,7540b8df,cv_7540b8df,415.718.2037x788,(846)665-9051x518,1998,Architecture,Ireland,Swedish,f549b741,eb28a1dd,2026-01-23,2025-08-22,10,2020,Databricks Lakehouse,Internal,,True,int:No,certificate.pdf
Power BI,int:Christopher Davis,int:Principal Solution Architect,christopher.davis@example.com,christopherdavis,ext_7540b8df,7540b8df,cv_7540b8df,415.718.2037x788,(846)665-9051x518,1998,Architecture,Ireland,Swedish,6c579aba,e21dde06,2026-02-28,2025-11-09,11,2025,Power BI,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Christopher Davis,int:Principal Solution Architect,christopher.davis@example.com,christopherdavis,ext_7540b8df,7540b8df,cv_7540b8df,415.718.2037x788,(846)665-9051x518,1998,Architecture,Ireland,Swedish,fd0a60df,3bbfa9e8,2025-02-20,2024-06-18,1,2025,Databricks Lakehouse,Databricks,,True,int:Yes,
Power BI,int:Christopher Davis,int:Principal Solution Architect,christopher.davis@example.com,christopherdavis,ext_7540b8df,7540b8df,cv_7540b8df,415.718.2037x788,(846)665-9051x518,1998,Architecture,Ireland,Swedish,eaa9a357,12f73f70,2024-12-13,2025-05-25,10,2024,Power BI,Udemy,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Christopher Davis,int:Principal Solution Architect,christopher.davis@example.com,christopherdavis,ext_7540b8df,7540b8df,cv_7540b8df,415.718.2037x788,(846)665-9051x518,1998,Architecture,Ireland,Swedish,555ad66a,c0665e0c,2026-01-21,2025-02-11,11,2025,SQL Advanced,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Melanie Munoz,int:Senior Cloud Architect,melanie.munoz@example.org,melaniemunoz,ext_c3d8ab92,c3d8ab92,cv_c3d8ab92,392-651-9254x629,+1-265-728-1685,1970,Architecture,Spain,Danish,1786bdd8,aa78e7c1,2026-03-17,2024-04-20,11,2019,SQL Advanced,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Melanie Munoz,int:Senior Cloud Architect,melanie.munoz@example.org,melaniemunoz,ext_c3d8ab92,c3d8ab92,cv_c3d8ab92,392-651-9254x629,+1-265-728-1685,1970,Architecture,Spain,Danish,16af4bb3,6ed52005,2024-11-11,2025-10-22,4,2024,AWS Solutions Architect,AWS,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Melanie Munoz,int:Senior Cloud Architect,melanie.munoz@example.org,melaniemunoz,ext_c3d8ab92,c3d8ab92,cv_c3d8ab92,392-651-9254x629,+1-265-728-1685,1970,Architecture,Spain,Danish,c5ac2ac1,fd48a5ef,2025-04-18,2026-03-05,1,2021,Azure Fundamentals,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Lindsay Blair,int:Consultant Data Architect,lindsay.blair@example.com,lindsayblair,ext_1587bf20,1587bf20,cv_1587bf20,223-757-3322x1418,001-592-996-2229x27065,1980,Architecture,Australia,Norwegian,151e4470,1e18f21e,2024-10-11,2026-03-25,10,2023,Power BI,Udemy,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Lindsay Blair,int:Consultant Data Architect,lindsay.blair@example.com,lindsayblair,ext_1587bf20,1587bf20,cv_1587bf20,223-757-3322x1418,001-592-996-2229x27065,1980,Architecture,Australia,Norwegian,5363b488,a7a6cf02,2024-08-13,2025-10-22,9,2021,SQL Advanced,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Lindsay Blair,int:Consultant Data Architect,lindsay.blair@example.com,lindsayblair,ext_1587bf20,1587bf20,cv_1587bf20,223-757-3322x1418,001-592-996-2229x27065,1980,Architecture,Australia,Norwegian,c483a7f9,3d399f86,2025-08-07,2025-09-17,9,2025,Power BI,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Lindsay Blair,int:Consultant Data Architect,lindsay.blair@example.com,lindsayblair,ext_1587bf20,1587bf20,cv_1587bf20,223-757-3322x1418,001-592-996-2229x27065,1980,Architecture,Australia,Norwegian,f4b58c22,dc656b05,2026-02-07,2026-03-08,10,2021,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Lindsay Blair,int:Consultant Data Architect,lindsay.blair@example.com,lindsayblair,ext_1587bf20,1587bf20,cv_1587bf20,223-757-3322x1418,001-592-996-2229x27065,1980,Architecture,Australia,Norwegian,d46701e2,a512c0dd,2025-08-09,2024-10-31,7,2022,Power BI,Microsoft,Intensive 3-day workshop.,True,int:No,
Azure Fundamentals,int:Amanda Dudley,int:Senior Project Manager,amanda.dudley@mail.test,amandadudley,ext_c6867edd,c6867edd,cv_c6867edd,+1-947-638-3473x597,001-368-386-2392x40758,1975,Delivery Management,United Kingdom,Polish,471fbb3a,c187c69c,2025-04-12,2025-07-18,12,2023,Azure Fundamentals,AWS,Intensive 3-day workshop.,False,int:No,
SQL Advanced,int:Amanda Dudley,int:Senior Project Manager,amanda.dudley@mail.test,amandadudley,ext_c6867edd,c6867edd,cv_c6867edd,+1-947-638-3473x597,001-368-386-2392x40758,1975,Delivery Management,United Kingdom,Polish,44d3fee3,a6e54b86,2025-08-07,2024-09-24,10,2022,SQL Advanced,Coursera,Intensive 3-day workshop.,False,int:No,
AWS Solutions Architect,int:Maria Montgomery,int:Consultant Frontend Engineer,maria.montgomery@example.org,mariamontgomery,ext_80934911,80934911,cv_80934911,872-377-9010x4328,001-243-541-0369x71179,1996,Software Engineering,Australia,British,4906b91d,0b2793b2,2024-10-02,2026-03-05,7,2018,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Maria Montgomery,int:Consultant Frontend Engineer,maria.montgomery@example.org,mariamontgomery,ext_80934911,80934911,cv_80934911,872-377-9010x4328,001-243-541-0369x71179,1996,Software Engineering,Australia,British,e4118c8e,ab698aa7,2026-03-25,2026-03-05,8,2024,Power BI,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Maria Montgomery,int:Consultant Frontend Engineer,maria.montgomery@example.org,mariamontgomery,ext_80934911,80934911,cv_80934911,872-377-9010x4328,001-243-541-0369x71179,1996,Software Engineering,Australia,British,f93dc958,6b652c48,2024-06-25,2025-09-14,9,2022,Azure Fundamentals,AWS,Intensive 3-day workshop.,True,int:No,certificate.pdf
SQL Advanced,int:Maria Montgomery,int:Consultant Frontend Engineer,maria.montgomery@example.org,mariamontgomery,ext_80934911,80934911,cv_80934911,872-377-9010x4328,001-243-541-0369x71179,1996,Software Engineering,Australia,British,e35a3a96,c0884cc0,2025-07-20,2025-01-04,7,2021,SQL Advanced,Databricks,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Michelle Ray,int:Associate .NET Engineer,michelle.ray@example.org,michelleray,ext_b902153f,b902153f,cv_b902153f,001-724-360-9539x621,388.788.0670x65405,1977,Software Engineering,Ireland,British,50428494,7a03755a,2025-04-16,2024-06-27,9,2018,Power BI,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Michelle Ray,int:Associate .NET Engineer,michelle.ray@example.org,michelleray,ext_b902153f,b902153f,cv_b902153f,001-724-360-9539x621,388.788.0670x65405,1977,Software Engineering,Ireland,British,7573350c,62b3d080,2025-06-14,2024-09-21,5,2019,SQL Advanced,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Michelle Ray,int:Associate .NET Engineer,michelle.ray@example.org,michelleray,ext_b902153f,b902153f,cv_b902153f,001-724-360-9539x621,388.788.0670x65405,1977,Software Engineering,Ireland,British,90056c66,cd0ceade,2025-12-24,2024-04-04,10,2021,SQL Advanced,Coursera,Intensive 3-day workshop.,False,int:No,certificate.pdf
Databricks Lakehouse,int:Michelle Ray,int:Associate .NET Engineer,michelle.ray@example.org,michelleray,ext_b902153f,b902153f,cv_b902153f,001-724-360-9539x621,388.788.0670x65405,1977,Software Engineering,Ireland,British,5d797987,cd3435a2,2025-03-10,2026-01-26,12,2022,Databricks Lakehouse,Coursera,Intensive 3-day workshop.,False,int:No,
AWS Solutions Architect,int:Michelle Ray,int:Associate .NET Engineer,michelle.ray@example.org,michelleray,ext_b902153f,b902153f,cv_b902153f,001-724-360-9539x621,388.788.0670x65405,1977,Software Engineering,Ireland,British,a95ed18f,6c3238e1,2024-09-16,2024-05-12,2,2025,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Michelle Ray,int:Associate .NET Engineer,michelle.ray@example.org,michelleray,ext_b902153f,b902153f,cv_b902153f,001-724-360-9539x621,388.788.0670x65405,1977,Software Engineering,Ireland,British,d984f1d2,cf6c23d9,2025-02-06,2025-10-03,4,2020,Power BI,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Janet Williams,int:Senior Frontend Engineer,janet.williams@example.com,janetwilliams,ext_0fa87483,0fa87483,cv_0fa87483,419.952.0585,001-772-621-7043x030,1991,Software Engineering,United Kingdom,Swedish,aa2916cc,36ae5b4e,2024-09-25,2025-02-03,11,2025,Power BI,Udemy,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Janet Williams,int:Senior Frontend Engineer,janet.williams@example.com,janetwilliams,ext_0fa87483,0fa87483,cv_0fa87483,419.952.0585,001-772-621-7043x030,1991,Software Engineering,United Kingdom,Swedish,46b5adc3,b150f55b,2026-03-06,2025-08-22,4,2024,Azure Fundamentals,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Janet Williams,int:Senior Frontend Engineer,janet.williams@example.com,janetwilliams,ext_0fa87483,0fa87483,cv_0fa87483,419.952.0585,001-772-621-7043x030,1991,Software Engineering,United Kingdom,Swedish,8b414c93,f81a2fd9,2025-06-26,2024-11-25,2,2023,Databricks Lakehouse,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Janet Williams,int:Senior Frontend Engineer,janet.williams@example.com,janetwilliams,ext_0fa87483,0fa87483,cv_0fa87483,419.952.0585,001-772-621-7043x030,1991,Software Engineering,United Kingdom,Swedish,1e9dbc6c,9da722ae,2024-07-30,2024-08-03,6,2019,AWS Solutions Architect,AWS,Intensive 3-day workshop.,True,int:No,certificate.pdf
